fid,longitude,latitude,lon_min,lon_max,lat_min,lat_max,result,focused
5010,34.70220731,-0.048930461,34.7017083,34.70270633,-0.049334845,-0.048526077,1,0
5011,34.70320509,-0.048930461,34.70270607,34.70370411,-0.049334845,-0.048526077,1,0
5012,34.70420287,-0.048930461,34.70370385,34.70470189,-0.049334845,-0.048526077,1,0
5013,34.70520065,-0.048930461,34.70470163,34.70569967,-0.049334845,-0.048526077,1,0
5014,34.70619843,-0.048930461,34.70569941,34.70669744,-0.049334845,-0.048526077,1,0
5015,34.7071962,-0.048930461,34.70669719,34.70769522,-0.049334845,-0.048526077,1,0
5016,34.70819398,-0.048930461,34.70769496,34.708693,-0.049334845,-0.048526077,1,0
5017,34.70919176,-0.048930461,34.70869274,34.70969078,-0.049334845,-0.048526077,1,0
5018,34.71018954,-0.048930461,34.70969052,34.71068855,-0.049334845,-0.048526077,1,0
5019,34.71118731,-0.048930461,34.7106883,34.71168633,-0.049334845,-0.048526077,1,0
5020,34.71218509,-0.048930461,34.71168607,34.71268411,-0.049334845,-0.048526077,1,0
5021,34.71318287,-0.048930461,34.71268385,34.71368189,-0.049334845,-0.048526077,0,0
5022,34.71418065,-0.048930461,34.71368163,34.71467966,-0.049334845,-0.048526077,0,0
5023,34.71517842,-0.048930461,34.71467941,34.71567744,-0.049334845,-0.048526077,1,0
5024,34.7161762,-0.048930461,34.71567718,34.71667522,-0.049334845,-0.048526077,1,0
5025,34.71717398,-0.048930461,34.71667496,34.717673,-0.049334845,-0.048526077,1,0
5026,34.71817176,-0.048930461,34.71767274,34.71867077,-0.049334845,-0.048526077,1,0
5027,34.71916953,-0.048930461,34.71867052,34.71966855,-0.049334845,-0.048526077,0,0
5028,34.72016731,-0.048930461,34.71966829,34.72066633,-0.049334845,-0.048526077,1,0
5029,34.72116509,-0.048930461,34.72066607,34.72166411,-0.049334845,-0.048526077,1,0
5030,34.72216287,-0.048930461,34.72166385,34.72266189,-0.049334845,-0.048526077,1,0
5031,34.72316065,-0.048930461,34.72266163,34.72365966,-0.049334845,-0.048526077,1,0
5032,34.72415842,-0.048930461,34.7236594,34.72465744,-0.049334845,-0.048526077,1,0
5033,34.7251562,-0.048930461,34.72465718,34.72565522,-0.049334845,-0.048526077,1,0
5034,34.72615398,-0.048930461,34.72565496,34.726653,-0.049334845,-0.048526077,1,0
5035,34.72715176,-0.048930461,34.72665274,34.72765077,-0.049334845,-0.048526077,1,0
5036,34.72814953,-0.048930461,34.72765052,34.72864855,-0.049334845,-0.048526077,1,0
5037,34.72914731,-0.048930461,34.72864829,34.72964633,-0.049334845,-0.048526077,1,0
5038,34.73014509,-0.048930461,34.72964607,34.73064411,-0.049334845,-0.048526077,0,0
5039,34.73114287,-0.048930461,34.73064385,34.73164188,-0.049334845,-0.048526077,0,0
5040,34.73214064,-0.048930461,34.73164163,34.73263966,-0.049334845,-0.048526077,0,0
5041,34.73313842,-0.048930461,34.7326394,34.73363744,-0.049334845,-0.048526077,1,0
5042,34.7341362,-0.048930461,34.73363718,34.73463522,-0.049334845,-0.048526077,0,0
5043,34.73513398,-0.048930461,34.73463496,34.73563299,-0.049334845,-0.048526077,1,0
5044,34.73613175,-0.048930461,34.73563274,34.73663077,-0.049334845,-0.048526077,1,0
5045,34.73712953,-0.048930461,34.73663051,34.73762855,-0.049334845,-0.048526077,1,0
5046,34.73812731,-0.048930461,34.73762829,34.73862633,-0.049334845,-0.048526077,1,0
5047,34.73912509,-0.048930461,34.73862607,34.73962411,-0.049334845,-0.048526077,1,0
5048,34.74012287,-0.048930461,34.73962385,34.74062188,-0.049334845,-0.048526077,1,0
5049,34.74112064,-0.048930461,34.74062162,34.74161966,-0.049334845,-0.048526077,1,0
5050,34.74211842,-0.048930461,34.7416194,34.74261744,-0.049334845,-0.048526077,1,0
5051,34.7431162,-0.048930461,34.74261718,34.74361522,-0.049334845,-0.048526077,1,0
5052,34.74411398,-0.048930461,34.74361496,34.74461299,-0.049334845,-0.048526077,1,0
5053,34.74511175,-0.048930461,34.74461274,34.74561077,-0.049334845,-0.048526077,1,0
5054,34.74610953,-0.048930461,34.74561051,34.74660855,-0.049334845,-0.048526077,1,0
5055,34.74710731,-0.048930461,34.74660829,34.74760633,-0.049334845,-0.048526077,1,0
5056,34.74810509,-0.048930461,34.74760607,34.7486041,-0.049334845,-0.048526077,1,0
5057,34.74910286,-0.048930461,34.74860385,34.74960188,-0.049334845,-0.048526077,1,0
5058,34.75010064,-0.048930461,34.74960162,34.75059966,-0.049334845,-0.048526077,1,0
5059,34.75109842,-0.048930461,34.7505994,34.75159744,-0.049334845,-0.048526077,1,0
5060,34.7520962,-0.048930461,34.75159718,34.75259521,-0.049334845,-0.048526077,1,0
5061,34.75309397,-0.048930461,34.75259496,34.75359299,-0.049334845,-0.048526077,1,0
5062,34.75409175,-0.048930461,34.75359273,34.75459077,-0.049334845,-0.048526077,1,0
5063,34.75508953,-0.048930461,34.75459051,34.75558855,-0.049334845,-0.048526077,1,0
5064,34.75608731,-0.048930461,34.75558829,34.75658633,-0.049334845,-0.048526077,1,0
5065,34.75708508,-0.048930461,34.75658607,34.7575841,-0.049334845,-0.048526077,1,0
5066,34.75808286,-0.048930461,34.75758384,34.75858188,-0.049334845,-0.048526077,1,0
5067,34.75908064,-0.048930461,34.75858162,34.75957966,-0.049334845,-0.048526077,1,0
5068,34.76007842,-0.048930461,34.7595794,34.76057744,-0.049334845,-0.048526077,1,0
5069,34.7610762,-0.048930461,34.76057718,34.76157521,-0.049334845,-0.048526077,1,0
5070,34.76207397,-0.048930461,34.76157496,34.76257299,-0.049334845,-0.048526077,1,0
5071,34.76307175,-0.048930461,34.76257273,34.76357077,-0.049334845,-0.048526077,1,0
5072,34.76406953,-0.048930461,34.76357051,34.76456855,-0.049334845,-0.048526077,1,0
5073,34.76506731,-0.048930461,34.76456829,34.76556632,-0.049334845,-0.048526077,1,0
5074,34.76606508,-0.048930461,34.76556607,34.7665641,-0.049334845,-0.048526077,1,0
5075,34.76706286,-0.048930461,34.76656384,34.76756188,-0.049334845,-0.048526077,1,0
5076,34.76806064,-0.048930461,34.76756162,34.76855966,-0.049334845,-0.048526077,1,0
5077,34.76905842,-0.048930461,34.7685594,34.76955743,-0.049334845,-0.048526077,1,0
5078,34.77005619,-0.048930461,34.76955718,34.77055521,-0.049334845,-0.048526077,1,0
5079,34.77105397,-0.048930461,34.77055495,34.77155299,-0.049334845,-0.048526077,1,0
5080,34.77205175,-0.048930461,34.77155273,34.77255077,-0.049334845,-0.048526077,1,0
5081,34.77304953,-0.048930461,34.77255051,34.77354855,-0.049334845,-0.048526077,1,0
5082,34.7740473,-0.048930461,34.77354829,34.77454632,-0.049334845,-0.048526077,1,0
5083,34.77504508,-0.048930461,34.77454606,34.7755441,-0.049334845,-0.048526077,1,0
5084,34.77604286,-0.048930461,34.77554384,34.77654188,-0.049334845,-0.048526077,1,0
5085,34.77704064,-0.048930461,34.77654162,34.77753966,-0.049334845,-0.048526077,1,0
5086,34.77803842,-0.048930461,34.7775394,34.77853743,-0.049334845,-0.048526077,1,0
5087,34.77903619,-0.048930461,34.77853717,34.77953521,-0.049334845,-0.048526077,1,0
5088,34.78003397,-0.048930461,34.77953495,34.78053299,-0.049334845,-0.048526077,1,0
5089,34.78103175,-0.048930461,34.78053273,34.78153077,-0.049334845,-0.048526077,1,0
5090,34.78202953,-0.048930461,34.78153051,34.78252854,-0.049334845,-0.048526077,1,0
5091,34.7830273,-0.048930461,34.78252829,34.78352632,-0.049334845,-0.048526077,1,0
5092,34.78402508,-0.048930461,34.78352606,34.7845241,-0.049334845,-0.048526077,1,0
5093,34.78502286,-0.048930461,34.78452384,34.78552188,-0.049334845,-0.048526077,1,0
5094,34.78602064,-0.048930461,34.78552162,34.78651965,-0.049334845,-0.048526077,1,0
5095,34.78701841,-0.048930461,34.7865194,34.78751743,-0.049334845,-0.048526077,1,0
5096,34.78801619,-0.048930461,34.78751717,34.78851521,-0.049334845,-0.048526077,1,0
5097,34.78901397,-0.048930461,34.78851495,34.78951299,-0.049334845,-0.048526077,1,0
5098,34.79001175,-0.048930461,34.78951273,34.79051077,-0.049334845,-0.048526077,1,0
5099,34.79100952,-0.048930461,34.79051051,34.79150854,-0.049334845,-0.048526077,1,0
5100,34.7920073,-0.048930461,34.79150828,34.79250632,-0.049334845,-0.048526077,1,0
5101,34.79300508,-0.048930461,34.79250606,34.7935041,-0.049334845,-0.048526077,1,0
5102,34.79400286,-0.048930461,34.79350384,34.79450188,-0.049334845,-0.048526077,0,0
5103,34.79500064,-0.048930461,34.79450162,34.79549965,-0.049334845,-0.048526077,1,0
5104,34.79599841,-0.048930461,34.79549939,34.79649743,-0.049334845,-0.048526077,1,0
5105,34.79699619,-0.048930461,34.79649717,34.79749521,-0.049334845,-0.048526077,1,0
5106,34.79799397,-0.048930461,34.79749495,34.79849299,-0.049334845,-0.048526077,1,0
5107,34.79899175,-0.048930461,34.79849273,34.79949076,-0.049334845,-0.048526077,1,0
5108,34.79998952,-0.048930461,34.79949051,34.80048854,-0.049334845,-0.048526077,1,0
5109,34.8009873,-0.048930461,34.80048828,34.80148632,-0.049334845,-0.048526077,1,0
5110,34.80198508,-0.048930461,34.80148606,34.8024841,-0.049334845,-0.048526077,1,0
5111,34.80298286,-0.048930461,34.80248384,34.80348187,-0.049334845,-0.048526077,1,0
5112,34.80398063,-0.048930461,34.80348162,34.80447965,-0.049334845,-0.048526077,0,0
5113,34.80497841,-0.048930461,34.80447939,34.80547743,-0.049334845,-0.048526077,0,0
5114,34.80597619,-0.048930461,34.80547717,34.80647521,-0.049334845,-0.048526077,0,0
5115,34.80697397,-0.048930461,34.80647495,34.80747298,-0.049334845,-0.048526077,0,0
5116,34.80797174,-0.048930461,34.80747273,34.80847076,-0.049334845,-0.048526077,1,0
5117,34.80896952,-0.048930461,34.8084705,34.80946854,-0.049334845,-0.048526077,1,0
5118,34.8099673,-0.048930461,34.80946828,34.81046632,-0.049334845,-0.048526077,1,0
5119,34.81096508,-0.048930461,34.81046606,34.8114641,-0.049334845,-0.048526077,0,0
5120,34.81196285,-0.048930461,34.81146384,34.81246187,-0.049334845,-0.048526077,0,0
5121,34.81296063,-0.048930461,34.81246161,34.81345965,-0.049334845,-0.048526077,2,0
5122,34.81395841,-0.048930461,34.81345939,34.81445743,-0.049334845,-0.048526077,1,0
5123,34.81495619,-0.048930461,34.81445717,34.81545521,-0.049334845,-0.048526077,1,0
5124,34.81595397,-0.048930461,34.81545495,34.81645298,-0.049334845,-0.048526077,1,0
5125,34.81695174,-0.048930461,34.81645272,34.81745076,-0.049334845,-0.048526077,1,0
5126,34.81794952,-0.048930461,34.8174505,34.81844854,-0.049334845,-0.048526077,1,0
5127,34.8189473,-0.048930461,34.81844828,34.81944632,-0.049334845,-0.048526077,1,0
5128,34.81994508,-0.048930461,34.81944606,34.82044409,-0.049334845,-0.048526077,1,0
5129,34.82094285,-0.048930461,34.82044384,34.82144187,-0.049334845,-0.048526077,1,0
5130,34.82194063,-0.048930461,34.82144161,34.82243965,-0.049334845,-0.048526077,0,0
5131,34.82293841,-0.048930461,34.82243939,34.82343743,-0.049334845,-0.048526077,0,0
5132,34.82393619,-0.048930461,34.82343717,34.8244352,-0.049334845,-0.048526077,1,0
5133,34.82493396,-0.048930461,34.82443495,34.82543298,-0.049334845,-0.048526077,1,0
5134,34.82593174,-0.048930461,34.82543272,34.82643076,-0.049334845,-0.048526077,1,0
5135,34.82692952,-0.048930461,34.8264305,34.82742854,-0.049334845,-0.048526077,0,0
5136,34.8279273,-0.048930461,34.82742828,34.82842632,-0.049334845,-0.048526077,0,0
5137,34.82892507,-0.048930461,34.82842606,34.82942409,-0.049334845,-0.048526077,0,0
5138,34.82992285,-0.048930461,34.82942383,34.83042187,-0.049334845,-0.048526077,1,0
5139,34.83092063,-0.048930461,34.83042161,34.83141965,-0.049334845,-0.048526077,1,0
5140,34.83191841,-0.048930461,34.83141939,34.83241743,-0.049334845,-0.048526077,1,0
5141,34.69322758,-0.049739229,34.69272856,34.6937266,-0.050143613,-0.049334845,1,0
5142,34.69422535,-0.049739229,34.69372633,34.69472437,-0.050143613,-0.049334845,1,0
5143,34.69522313,-0.049739229,34.69472411,34.69572215,-0.050143613,-0.049334845,1,0
5144,34.69622091,-0.049739229,34.69572189,34.69671993,-0.050143613,-0.049334845,1,0
5145,34.69721869,-0.049739229,34.69671967,34.69771771,-0.050143613,-0.049334845,1,0
5146,34.69821646,-0.049739229,34.69771744,34.69871548,-0.050143613,-0.049334845,1,0
5147,34.69921424,-0.049739229,34.69871522,34.69971326,-0.050143613,-0.049334845,1,0
5148,34.70021202,-0.049739229,34.699713,34.70071104,-0.050143613,-0.049334845,1,0
5149,34.7012098,-0.049739229,34.70071078,34.70170882,-0.050143613,-0.049334845,1,0
5150,34.70220758,-0.049739229,34.70170856,34.7027066,-0.050143613,-0.049334845,1,0
5151,34.70320535,-0.049739229,34.70270633,34.70370437,-0.050143613,-0.049334845,1,0
5152,34.70420313,-0.049739229,34.70370411,34.70470215,-0.050143613,-0.049334845,1,0
5153,34.70520091,-0.049739229,34.70470189,34.70569993,-0.050143613,-0.049334845,1,0
5154,34.70619869,-0.049739229,34.70569967,34.70669771,-0.050143613,-0.049334845,1,0
5155,34.70719646,-0.049739229,34.70669744,34.70769548,-0.050143613,-0.049334845,1,0
5156,34.70819424,-0.049739229,34.70769522,34.70869326,-0.050143613,-0.049334845,1,0
5157,34.70919202,-0.049739229,34.708693,34.70969104,-0.050143613,-0.049334845,1,0
5158,34.7101898,-0.049739229,34.70969078,34.71068882,-0.050143613,-0.049334845,1,0
5159,34.71118757,-0.049739229,34.71068855,34.71168659,-0.050143613,-0.049334845,1,0
5160,34.71218535,-0.049739229,34.71168633,34.71268437,-0.050143613,-0.049334845,0,0
5161,34.71318313,-0.049739229,34.71268411,34.71368215,-0.050143613,-0.049334845,1,0
5162,34.71418091,-0.049739229,34.71368189,34.71467993,-0.050143613,-0.049334845,1,0
5163,34.71517868,-0.049739229,34.71467966,34.7156777,-0.050143613,-0.049334845,1,0
5164,34.71617646,-0.049739229,34.71567744,34.71667548,-0.050143613,-0.049334845,1,0
5165,34.71717424,-0.049739229,34.71667522,34.71767326,-0.050143613,-0.049334845,1,0
5166,34.71817202,-0.049739229,34.717673,34.71867104,-0.050143613,-0.049334845,1,0
5167,34.7191698,-0.049739229,34.71867077,34.71966882,-0.050143613,-0.049334845,1,0
5168,34.72016757,-0.049739229,34.71966855,34.72066659,-0.050143613,-0.049334845,1,0
5169,34.72116535,-0.049739229,34.72066633,34.72166437,-0.050143613,-0.049334845,1,0
5170,34.72216313,-0.049739229,34.72166411,34.72266215,-0.050143613,-0.049334845,1,0
5171,34.72316091,-0.049739229,34.72266189,34.72365993,-0.050143613,-0.049334845,1,0
5172,34.72415868,-0.049739229,34.72365966,34.7246577,-0.050143613,-0.049334845,1,0
5173,34.72515646,-0.049739229,34.72465744,34.72565548,-0.050143613,-0.049334845,1,0
5174,34.72615424,-0.049739229,34.72565522,34.72665326,-0.050143613,-0.049334845,1,0
5175,34.72715202,-0.049739229,34.726653,34.72765104,-0.050143613,-0.049334845,1,0
5176,34.72814979,-0.049739229,34.72765077,34.72864881,-0.050143613,-0.049334845,1,0
5177,34.72914757,-0.049739229,34.72864855,34.72964659,-0.050143613,-0.049334845,1,0
5178,34.73014535,-0.049739229,34.72964633,34.73064437,-0.050143613,-0.049334845,0,0
5179,34.73114313,-0.049739229,34.73064411,34.73164215,-0.050143613,-0.049334845,0,0
5180,34.7321409,-0.049739229,34.73164188,34.73263992,-0.050143613,-0.049334845,1,0
5181,34.73313868,-0.049739229,34.73263966,34.7336377,-0.050143613,-0.049334845,1,0
5182,34.73413646,-0.049739229,34.73363744,34.73463548,-0.050143613,-0.049334845,1,0
5183,34.73513424,-0.049739229,34.73463522,34.73563326,-0.050143613,-0.049334845,1,0
5184,34.73613201,-0.049739229,34.73563299,34.73663104,-0.050143613,-0.049334845,1,0
5185,34.73712979,-0.049739229,34.73663077,34.73762881,-0.050143613,-0.049334845,1,0
5186,34.73812757,-0.049739229,34.73762855,34.73862659,-0.050143613,-0.049334845,1,0
5187,34.73912535,-0.049739229,34.73862633,34.73962437,-0.050143613,-0.049334845,1,0
5188,34.74012313,-0.049739229,34.73962411,34.74062215,-0.050143613,-0.049334845,1,0
5189,34.7411209,-0.049739229,34.74062188,34.74161992,-0.050143613,-0.049334845,1,0
5190,34.74211868,-0.049739229,34.74161966,34.7426177,-0.050143613,-0.049334845,1,0
5191,34.74311646,-0.049739229,34.74261744,34.74361548,-0.050143613,-0.049334845,1,0
5192,34.74411424,-0.049739229,34.74361522,34.74461326,-0.050143613,-0.049334845,1,0
5193,34.74511201,-0.049739229,34.74461299,34.74561103,-0.050143613,-0.049334845,1,0
5194,34.74610979,-0.049739229,34.74561077,34.74660881,-0.050143613,-0.049334845,1,0
5195,34.74710757,-0.049739229,34.74660855,34.74760659,-0.050143613,-0.049334845,1,0
5196,34.74810535,-0.049739229,34.74760633,34.74860437,-0.050143613,-0.049334845,1,0
5197,34.74910312,-0.049739229,34.7486041,34.74960214,-0.050143613,-0.049334845,1,0
5198,34.7501009,-0.049739229,34.74960188,34.75059992,-0.050143613,-0.049334845,1,0
5199,34.75109868,-0.049739229,34.75059966,34.7515977,-0.050143613,-0.049334845,1,0
5200,34.75209646,-0.049739229,34.75159744,34.75259548,-0.050143613,-0.049334845,1,0
5201,34.75309423,-0.049739229,34.75259521,34.75359326,-0.050143613,-0.049334845,1,0
5202,34.75409201,-0.049739229,34.75359299,34.75459103,-0.050143613,-0.049334845,1,0
5203,34.75508979,-0.049739229,34.75459077,34.75558881,-0.050143613,-0.049334845,1,0
5204,34.75608757,-0.049739229,34.75558855,34.75658659,-0.050143613,-0.049334845,1,0
5205,34.75708535,-0.049739229,34.75658633,34.75758437,-0.050143613,-0.049334845,1,0
5206,34.75808312,-0.049739229,34.7575841,34.75858214,-0.050143613,-0.049334845,1,0
5207,34.7590809,-0.049739229,34.75858188,34.75957992,-0.050143613,-0.049334845,1,0
5208,34.76007868,-0.049739229,34.75957966,34.7605777,-0.050143613,-0.049334845,0,0
5209,34.76107646,-0.049739229,34.76057744,34.76157548,-0.050143613,-0.049334845,0,0
5210,34.76207423,-0.049739229,34.76157521,34.76257325,-0.050143613,-0.049334845,1,0
5211,34.76307201,-0.049739229,34.76257299,34.76357103,-0.050143613,-0.049334845,1,0
5212,34.76406979,-0.049739229,34.76357077,34.76456881,-0.050143613,-0.049334845,1,0
5213,34.76506757,-0.049739229,34.76456855,34.76556659,-0.050143613,-0.049334845,1,0
5214,34.76606534,-0.049739229,34.76556632,34.76656436,-0.050143613,-0.049334845,1,0
5215,34.76706312,-0.049739229,34.7665641,34.76756214,-0.050143613,-0.049334845,1,0
5216,34.7680609,-0.049739229,34.76756188,34.76855992,-0.050143613,-0.049334845,1,0
5217,34.76905868,-0.049739229,34.76855966,34.7695577,-0.050143613,-0.049334845,1,0
5218,34.77005645,-0.049739229,34.76955743,34.77055548,-0.050143613,-0.049334845,1,0
5219,34.77105423,-0.049739229,34.77055521,34.77155325,-0.050143613,-0.049334845,1,0
5220,34.77205201,-0.049739229,34.77155299,34.77255103,-0.050143613,-0.049334845,1,0
5221,34.77304979,-0.049739229,34.77255077,34.77354881,-0.050143613,-0.049334845,1,0
5222,34.77404757,-0.049739229,34.77354855,34.77454659,-0.050143613,-0.049334845,1,0
5223,34.77504534,-0.049739229,34.77454632,34.77554436,-0.050143613,-0.049334845,1,0
5224,34.77604312,-0.049739229,34.7755441,34.77654214,-0.050143613,-0.049334845,1,0
5225,34.7770409,-0.049739229,34.77654188,34.77753992,-0.050143613,-0.049334845,1,0
5226,34.77803868,-0.049739229,34.77753966,34.7785377,-0.050143613,-0.049334845,1,0
5227,34.77903645,-0.049739229,34.77853743,34.77953547,-0.050143613,-0.049334845,1,0
5228,34.78003423,-0.049739229,34.77953521,34.78053325,-0.050143613,-0.049334845,1,0
5229,34.78103201,-0.049739229,34.78053299,34.78153103,-0.050143613,-0.049334845,1,0
5230,34.78202979,-0.049739229,34.78153077,34.78252881,-0.050143613,-0.049334845,1,0
5231,34.78302756,-0.049739229,34.78252854,34.78352658,-0.050143613,-0.049334845,1,0
5232,34.78402534,-0.049739229,34.78352632,34.78452436,-0.050143613,-0.049334845,1,0
5233,34.78502312,-0.049739229,34.7845241,34.78552214,-0.050143613,-0.049334845,1,0
5234,34.7860209,-0.049739229,34.78552188,34.78651992,-0.050143613,-0.049334845,1,0
5235,34.78701867,-0.049739229,34.78651965,34.7875177,-0.050143613,-0.049334845,1,0
5236,34.78801645,-0.049739229,34.78751743,34.78851547,-0.050143613,-0.049334845,1,0
5237,34.78901423,-0.049739229,34.78851521,34.78951325,-0.050143613,-0.049334845,1,0
5238,34.79001201,-0.049739229,34.78951299,34.79051103,-0.050143613,-0.049334845,1,0
5239,34.79100979,-0.049739229,34.79051077,34.79150881,-0.050143613,-0.049334845,1,0
5240,34.79200756,-0.049739229,34.79150854,34.79250658,-0.050143613,-0.049334845,1,0
5241,34.79300534,-0.049739229,34.79250632,34.79350436,-0.050143613,-0.049334845,1,0
5242,34.79400312,-0.049739229,34.7935041,34.79450214,-0.050143613,-0.049334845,1,0
5243,34.7950009,-0.049739229,34.79450188,34.79549992,-0.050143613,-0.049334845,1,0
5244,34.79599867,-0.049739229,34.79549965,34.79649769,-0.050143613,-0.049334845,1,0
5245,34.79699645,-0.049739229,34.79649743,34.79749547,-0.050143613,-0.049334845,1,0
5246,34.79799423,-0.049739229,34.79749521,34.79849325,-0.050143613,-0.049334845,1,0
5247,34.79899201,-0.049739229,34.79849299,34.79949103,-0.050143613,-0.049334845,1,0
5248,34.79998978,-0.049739229,34.79949076,34.8004888,-0.050143613,-0.049334845,1,0
5249,34.80098756,-0.049739229,34.80048854,34.80148658,-0.050143613,-0.049334845,1,0
5250,34.80198534,-0.049739229,34.80148632,34.80248436,-0.050143613,-0.049334845,1,0
5251,34.80298312,-0.049739229,34.8024841,34.80348214,-0.050143613,-0.049334845,1,0
5252,34.80398089,-0.049739229,34.80348187,34.80447992,-0.050143613,-0.049334845,1,0
5253,34.80497867,-0.049739229,34.80447965,34.80547769,-0.050143613,-0.049334845,0,0
5254,34.80597645,-0.049739229,34.80547743,34.80647547,-0.050143613,-0.049334845,0,0
5255,34.80697423,-0.049739229,34.80647521,34.80747325,-0.050143613,-0.049334845,0,0
5256,34.80797201,-0.049739229,34.80747298,34.80847103,-0.050143613,-0.049334845,1,0
5257,34.80896978,-0.049739229,34.80847076,34.8094688,-0.050143613,-0.049334845,1,0
5258,34.80996756,-0.049739229,34.80946854,34.81046658,-0.050143613,-0.049334845,1,0
5259,34.81096534,-0.049739229,34.81046632,34.81146436,-0.050143613,-0.049334845,0,0
5260,34.81196312,-0.049739229,34.8114641,34.81246214,-0.050143613,-0.049334845,0,0
5261,34.81296089,-0.049739229,34.81246187,34.81345991,-0.050143613,-0.049334845,2,0
5262,34.81395867,-0.049739229,34.81345965,34.81445769,-0.050143613,-0.049334845,1,0
5263,34.81495645,-0.049739229,34.81445743,34.81545547,-0.050143613,-0.049334845,1,0
5264,34.81595423,-0.049739229,34.81545521,34.81645325,-0.050143613,-0.049334845,1,0
5265,34.816952,-0.049739229,34.81645298,34.81745102,-0.050143613,-0.049334845,1,0
5266,34.81794978,-0.049739229,34.81745076,34.8184488,-0.050143613,-0.049334845,1,0
5267,34.81894756,-0.049739229,34.81844854,34.81944658,-0.050143613,-0.049334845,1,0
5268,34.81994534,-0.049739229,34.81944632,34.82044436,-0.050143613,-0.049334845,1,0
5269,34.82094311,-0.049739229,34.82044409,34.82144214,-0.050143613,-0.049334845,1,0
5270,34.82194089,-0.049739229,34.82144187,34.82243991,-0.050143613,-0.049334845,0,0
5271,34.82293867,-0.049739229,34.82243965,34.82343769,-0.050143613,-0.049334845,0,0
5272,34.82393645,-0.049739229,34.82343743,34.82443547,-0.050143613,-0.049334845,0,0
5273,34.82493423,-0.049739229,34.8244352,34.82543325,-0.050143613,-0.049334845,0,0
5274,34.825932,-0.049739229,34.82543298,34.82643102,-0.050143613,-0.049334845,1,0
5275,34.82692978,-0.049739229,34.82643076,34.8274288,-0.050143613,-0.049334845,0,0
5276,34.82792756,-0.049739229,34.82742854,34.82842658,-0.050143613,-0.049334845,0,0
5277,34.82892534,-0.049739229,34.82842632,34.82942436,-0.050143613,-0.049334845,0,0
5278,34.82992311,-0.049739229,34.82942409,34.83042213,-0.050143613,-0.049334845,1,0
5279,34.83092089,-0.049739229,34.83042187,34.83141991,-0.050143613,-0.049334845,1,0
5280,34.83191867,-0.049739229,34.83141965,34.83241769,-0.050143613,-0.049334845,1,0
5281,34.69322784,-0.050547997,34.69272882,34.69372686,-0.050952381,-0.050143613,1,0
5282,34.69422562,-0.050547997,34.6937266,34.69472464,-0.050952381,-0.050143613,1,0
5283,34.6952234,-0.050547997,34.69472437,34.69572242,-0.050952381,-0.050143613,1,0
5284,34.69622117,-0.050547997,34.69572215,34.6967202,-0.050952381,-0.050143613,1,0
5285,34.69721895,-0.050547997,34.69671993,34.69771797,-0.050952381,-0.050143613,1,0
5286,34.69821673,-0.050547997,34.69771771,34.69871575,-0.050952381,-0.050143613,1,0
5287,34.69921451,-0.050547997,34.69871548,34.69971353,-0.050952381,-0.050143613,1,0
5288,34.70021228,-0.050547997,34.69971326,34.70071131,-0.050952381,-0.050143613,1,0
5289,34.70121006,-0.050547997,34.70071104,34.70170908,-0.050952381,-0.050143613,1,0
5290,34.70220784,-0.050547997,34.70170882,34.70270686,-0.050952381,-0.050143613,1,0
5291,34.70320562,-0.050547997,34.7027066,34.70370464,-0.050952381,-0.050143613,1,0
5292,34.70420339,-0.050547997,34.70370437,34.70470242,-0.050952381,-0.050143613,1,0
5293,34.70520117,-0.050547997,34.70470215,34.70570019,-0.050952381,-0.050143613,1,0
5294,34.70619895,-0.050547997,34.70569993,34.70669797,-0.050952381,-0.050143613,1,0
5295,34.70719673,-0.050547997,34.70669771,34.70769575,-0.050952381,-0.050143613,1,0
5296,34.70819451,-0.050547997,34.70769548,34.70869353,-0.050952381,-0.050143613,1,0
5297,34.70919228,-0.050547997,34.70869326,34.70969131,-0.050952381,-0.050143613,1,0
5298,34.71019006,-0.050547997,34.70969104,34.71068908,-0.050952381,-0.050143613,1,0
5299,34.71118784,-0.050547997,34.71068882,34.71168686,-0.050952381,-0.050143613,0,0
5300,34.71218562,-0.050547997,34.71168659,34.71268464,-0.050952381,-0.050143613,0,0
5301,34.71318339,-0.050547997,34.71268437,34.71368242,-0.050952381,-0.050143613,1,0
5302,34.71418117,-0.050547997,34.71368215,34.71468019,-0.050952381,-0.050143613,1,0
5303,34.71517895,-0.050547997,34.71467993,34.71567797,-0.050952381,-0.050143613,1,0
5304,34.71617673,-0.050547997,34.7156777,34.71667575,-0.050952381,-0.050143613,1,0
5305,34.7171745,-0.050547997,34.71667548,34.71767353,-0.050952381,-0.050143613,1,0
5306,34.71817228,-0.050547997,34.71767326,34.7186713,-0.050952381,-0.050143613,1,0
5307,34.71917006,-0.050547997,34.71867104,34.71966908,-0.050952381,-0.050143613,0,0
5308,34.72016784,-0.050547997,34.71966882,34.72066686,-0.050952381,-0.050143613,1,0
5309,34.72116561,-0.050547997,34.72066659,34.72166464,-0.050952381,-0.050143613,1,0
5310,34.72216339,-0.050547997,34.72166437,34.72266241,-0.050952381,-0.050143613,1,0
5311,34.72316117,-0.050547997,34.72266215,34.72366019,-0.050952381,-0.050143613,1,0
5312,34.72415895,-0.050547997,34.72365993,34.72465797,-0.050952381,-0.050143613,1,0
